! Non-solar turbulent heat flux (sensible+latent) — North Sea 59°N
! Positive = into ocean [W/m²]
2000-01-01 00:00:00    -98.28
2000-01-02 00:00:00    -98.51
2000-01-03 00:00:00    -98.73
2000-01-04 00:00:00    -98.93
2000-01-05 00:00:00    -99.12
2000-01-06 00:00:00    -99.29
2000-01-07 00:00:00    -99.44
2000-01-08 00:00:00    -99.57
2000-01-09 00:00:00    -99.68
2000-01-10 00:00:00    -99.78
2000-01-11 00:00:00    -99.86
2000-01-12 00:00:00    -99.92
2000-01-13 00:00:00    -99.96
2000-01-14 00:00:00    -99.99
2000-01-15 00:00:00   -100.00
2000-01-16 00:00:00    -99.99
2000-01-17 00:00:00    -99.96
2000-01-18 00:00:00    -99.92
2000-01-19 00:00:00    -99.86
2000-01-20 00:00:00    -99.78
2000-01-21 00:00:00    -99.68
2000-01-22 00:00:00    -99.57
2000-01-23 00:00:00    -99.44
2000-01-24 00:00:00    -99.29
2000-01-25 00:00:00    -99.12
2000-01-26 00:00:00    -98.93
2000-01-27 00:00:00    -98.73
2000-01-28 00:00:00    -98.51
2000-01-29 00:00:00    -98.28
2000-01-30 00:00:00    -98.02
2000-01-31 00:00:00    -97.75
2000-02-01 00:00:00    -97.46
2000-02-02 00:00:00    -97.16
2000-02-03 00:00:00    -96.84
2000-02-04 00:00:00    -96.50
2000-02-05 00:00:00    -96.14
2000-02-06 00:00:00    -95.77
2000-02-07 00:00:00    -95.38
2000-02-08 00:00:00    -94.98
2000-02-09 00:00:00    -94.56
2000-02-10 00:00:00    -94.12
2000-02-11 00:00:00    -93.67
2000-02-12 00:00:00    -93.20
2000-02-13 00:00:00    -92.72
2000-02-14 00:00:00    -92.22
2000-02-15 00:00:00    -91.70
2000-02-16 00:00:00    -91.17
2000-02-17 00:00:00    -90.63
2000-02-18 00:00:00    -90.07
2000-02-19 00:00:00    -89.49
2000-02-20 00:00:00    -88.90
2000-02-21 00:00:00    -88.30
2000-02-22 00:00:00    -87.68
2000-02-23 00:00:00    -87.05
2000-02-24 00:00:00    -86.40
2000-02-25 00:00:00    -85.74
2000-02-26 00:00:00    -85.07
2000-02-27 00:00:00    -84.38
2000-02-28 00:00:00    -83.68
2000-02-29 00:00:00    -82.97
2000-03-01 00:00:00    -82.24
2000-03-02 00:00:00    -81.51
2000-03-03 00:00:00    -80.76
2000-03-04 00:00:00    -79.99
2000-03-05 00:00:00    -79.22
2000-03-06 00:00:00    -78.44
2000-03-07 00:00:00    -77.64
2000-03-08 00:00:00    -76.83
2000-03-09 00:00:00    -76.01
2000-03-10 00:00:00    -75.18
2000-03-11 00:00:00    -74.34
2000-03-12 00:00:00    -73.49
2000-03-13 00:00:00    -72.64
2000-03-14 00:00:00    -71.77
2000-03-15 00:00:00    -70.89
2000-03-16 00:00:00    -70.00
2000-03-17 00:00:00    -69.10
2000-03-18 00:00:00    -68.20
2000-03-19 00:00:00    -67.29
2000-03-20 00:00:00    -66.36
2000-03-21 00:00:00    -65.43
2000-03-22 00:00:00    -64.50
2000-03-23 00:00:00    -63.55
2000-03-24 00:00:00    -62.60
2000-03-25 00:00:00    -61.65
2000-03-26 00:00:00    -60.68
2000-03-27 00:00:00    -59.71
2000-03-28 00:00:00    -58.74
2000-03-29 00:00:00    -57.76
2000-03-30 00:00:00    -56.77
2000-03-31 00:00:00    -55.78
2000-04-01 00:00:00    -54.78
2000-04-02 00:00:00    -53.78
2000-04-03 00:00:00    -52.78
2000-04-04 00:00:00    -51.77
2000-04-05 00:00:00    -50.76
2000-04-06 00:00:00    -49.74
2000-04-07 00:00:00    -48.72
2000-04-08 00:00:00    -47.70
2000-04-09 00:00:00    -46.68
2000-04-10 00:00:00    -45.66
2000-04-11 00:00:00    -44.63
2000-04-12 00:00:00    -43.60
2000-04-13 00:00:00    -42.57
2000-04-14 00:00:00    -41.54
2000-04-15 00:00:00    -40.52
2000-04-16 00:00:00    -39.48
2000-04-17 00:00:00    -38.46
2000-04-18 00:00:00    -37.43
2000-04-19 00:00:00    -36.40
2000-04-20 00:00:00    -35.37
2000-04-21 00:00:00    -34.34
2000-04-22 00:00:00    -33.32
2000-04-23 00:00:00    -32.30
2000-04-24 00:00:00    -31.28
2000-04-25 00:00:00    -30.26
2000-04-26 00:00:00    -29.24
2000-04-27 00:00:00    -28.23
2000-04-28 00:00:00    -27.22
2000-04-29 00:00:00    -26.22
2000-04-30 00:00:00    -25.22
2000-05-01 00:00:00    -24.22
2000-05-02 00:00:00    -23.23
2000-05-03 00:00:00    -22.24
2000-05-04 00:00:00    -21.26
